entity_id,state,last_changed
sensor.ivy_cleaning_area,2.5,2026-08-02T06:28:16.477Z
sensor.ivy_cleaning_area,2.6,2026-08-02T06:28:47.643Z
sensor.ivy_cleaning_area,2.7,2026-08-02T06:29:03.646Z
sensor.ivy_cleaning_area,0.0,2026-08-02T06:30:46.616Z
sensor.ivy_cleaning_area,0.6,2026-08-02T06:31:17.496Z
sensor.ivy_cleaning_area,1.4,2026-08-02T06:31:32.669Z
sensor.ivy_cleaning_area,2.2,2026-08-02T06:31:48.630Z
sensor.ivy_cleaning_area,2.8,2026-08-02T06:32:03.647Z
sensor.ivy_cleaning_area,3.6,2026-08-02T06:32:19.459Z
sensor.ivy_cleaning_area,4.0,2026-08-02T06:32:34.654Z
sensor.ivy_cleaning_area,4.1,2026-08-02T06:32:50.564Z
sensor.ivy_cleaning_area,4.2,2026-08-02T06:33:05.650Z
sensor.ivy_cleaning_area,4.3,2026-08-02T06:33:21.585Z
sensor.ivy_cleaning_area,4.6,2026-08-02T06:33:36.711Z
sensor.ivy_cleaning_area,4.8,2026-08-02T06:33:52.616Z
sensor.ivy_cleaning_area,5.1,2026-08-02T06:34:07.658Z
sensor.ivy_cleaning_area,5.6,2026-08-02T06:34:23.593Z
sensor.ivy_cleaning_area,5.8,2026-08-02T06:34:38.684Z
sensor.ivy_total_cleaning_area,unavailable,2026-07-31T07:00:00.000Z
sensor.ivy_total_cleaning_area,11748.9,2026-08-01T02:44:30.859Z
sensor.ivy_total_cleaning_area,11749.1,2026-08-01T03:12:32.344Z
sensor.ivy_total_cleaning_area,11749.8,2026-08-01T03:15:42.250Z
sensor.ivy_total_cleaning_area,11752.8,2026-08-01T03:18:46.219Z
sensor.ivy_total_cleaning_area,11757.4,2026-08-01T20:40:07.044Z
sensor.ivy_total_cleaning_area,11762.0,2026-08-01T20:53:46.984Z
sensor.ivy_total_cleaning_area,11767.8,2026-08-01T21:07:49.503Z
sensor.ivy_total_cleaning_area,11772.4,2026-08-02T06:21:45.511Z
sensor.ivy_total_cleaning_area,11775.1,2026-08-02T06:29:03.646Z
sensor.ivy_total_cleaning_area,11780.9,2026-08-02T06:35:50.600Z
sensor.ivy_battery,unavailable,2026-07-31T07:00:00.000Z
sensor.ivy_battery,73,2026-08-01T02:44:30.896Z
sensor.ivy_battery,74,2026-08-01T02:45:00.427Z
sensor.ivy_battery,75,2026-08-01T02:46:00.377Z
sensor.ivy_battery,76,2026-08-01T02:47:00.400Z
sensor.ivy_battery,77,2026-08-01T02:48:00.389Z
sensor.ivy_battery,78,2026-08-01T02:49:00.430Z
sensor.ivy_battery,79,2026-08-01T02:50:00.393Z
sensor.ivy_battery,80,2026-08-01T02:51:00.399Z
sensor.ivy_battery,81,2026-08-01T02:52:19.383Z
sensor.ivy_battery,82,2026-08-01T02:53:19.383Z
sensor.ivy_battery,83,2026-08-01T02:54:19.388Z
sensor.ivy_battery,84,2026-08-01T02:55:19.376Z
sensor.ivy_battery,85,2026-08-01T02:56:19.438Z
sensor.ivy_battery,86,2026-08-01T02:57:19.390Z
sensor.ivy_battery,87,2026-08-01T02:58:49.380Z
sensor.ivy_battery,88,2026-08-01T03:00:49.418Z
sensor.ivy_battery,89,2026-08-01T03:02:49.418Z
